id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_new
5857,20141015T000000,500000,3,1.75,1220,7370,1,0,0,4,7,1220,0,1964,0,98008,47.6334,-122.12,1580,8213,1964
5858,20140715T000000,1300000,5,1,1670,6400,1.5,0,0,3,8,1670,0,1919,0,98119,47.6542,-122.373,1910,2983,1919
5859,20140915T000000,500000,3,1.75,2420,65501,2,0,1,3,8,2420,0,1984,0,98074,47.6525,-122.087,2970,19036,1984
5860,20140926T000000,235000,3,1,960,5030,1,0,0,3,7,960,0,1955,0,98118,47.5611,-122.28,1460,5400,1955
5861,20140507T000000,350000,3,1,1010,9360,1,0,0,3,6,1010,0,1981,0,98033,47.6874,-122.168,1470,9360,1981
5862,20141125T000000,320000,2,2.25,1550,1827,2,0,0,3,8,1550,0,2008,0,98106,47.5394,-122.368,1420,1826,2008
5863,20140725T000000,875000,3,2,2350,6000,1.5,0,0,4,8,1990,360,1922,0,98102,47.6476,-122.32,2010,5040,1922
5864,20141108T000000,325000,3,1.5,1310,2998,2,0,0,3,7,1310,0,1998,0,98144,47.5873,-122.299,1310,2997,1998
5865,20140619T000000,756000,4,2.25,2160,5600,1,0,0,5,7,1080,1080,1947,0,98119,47.6442,-122.372,1850,5150,1947
5866,20150121T000000,455000,3,1.75,890,3800,1.5,0,0,3,7,750,140,1926,0,98115,47.6803,-122.291,1280,3800,1926
5867,20150416T000000,532000,3,1,2360,5012,1,0,0,3,7,1560,800,1964,0,98116,47.5705,-122.384,1690,4800,1964
5868,20150120T000000,775000,3,2.5,2480,5007,2,0,0,3,8,1960,520,2014,0,98117,47.6974,-122.369,1650,7806,2014
5869,20150417T000000,410000,3,1.75,2160,4000,1,0,0,3,7,1080,1080,1953,0,98144,47.5721,-122.309,1260,3200,1953
5870,20150318T000000,205000,2,1.75,1740,5100,1,0,0,3,6,580,1160,1915,0,98108,47.5211,-122.33,1440,5100,1915
5871,20141212T000000,585000,4,2.5,2430,6766,2,0,0,3,8,2430,0,1999,0,98177,47.7294,-122.358,1820,6772,1999
5872,20150310T000000,255000,2,1.75,1950,8200,1,0,0,3,8,1950,0,1975,0,98023,47.3161,-122.382,2370,8000,1975
5873,20140911T000000,415000,2,1,910,3750,1,0,0,3,7,910,0,1904,0,98117,47.6772,-122.369,1160,4000,1904
5874,20150402T000000,459000,4,2,2360,7080,1,0,0,5,6,1180,1180,1925,0,98126,47.5261,-122.376,1340,7200,1925
5875,20140715T000000,587000,3,2.5,2150,5193,2,0,0,3,8,2150,0,1995,0,98033,47.6952,-122.187,2150,7172,1995
5876,20140708T000000,782000,4,3.5,5270,53428,2,0,0,3,10,3440,1830,2004,0,98058,47.4358,-122.085,2340,30904,2004
5877,20150504T000000,570000,3,1.5,1300,7287,1,0,0,4,7,1300,0,1965,0,98033,47.6889,-122.187,1300,9129,1965
5878,20150205T000000,414500,3,1,1050,6002,1,0,0,3,7,840,210,1941,0,98115,47.6988,-122.316,1180,6003,1941
5879,20140806T000000,185000,4,1,1380,6700,1,0,0,3,7,1190,190,1928,0,98168,47.4871,-122.281,1380,8292,1928
5880,20150105T000000,362500,3,1,1520,9507,1,0,0,3,7,1520,0,1954,0,98125,47.7162,-122.324,1360,7219,1954
5881,20150304T000000,536000,3,2.5,1990,7397,2,0,0,3,9,1990,0,1993,0,98072,47.7703,-122.165,2210,7397,1993
5882,20150421T000000,425000,5,2,2500,7804,1.5,0,0,3,7,1570,930,1921,0,98146,47.5031,-122.348,1170,7676,1921
5883,20140609T000000,435000,3,2.25,1890,7200,1,0,0,4,7,1230,660,1973,0,98125,47.7156,-122.317,1970,8101,1973
5884,20140626T000000,446000,2,1.5,1370,1221,2,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081,2008
5885,20150126T000000,1250000,3,2.5,2710,13120,1,0,0,3,10,2710,0,1959,0,98105,47.6718,-122.256,3130,13566,1959
5886,20140806T000000,404500,2,1,800,5080,1,0,0,3,7,800,0,1938,0,98115,47.6978,-122.314,1560,5110,1938
5887,20150305T000000,910000,4,2.5,3530,49222,2,0,0,4,9,3530,0,1986,0,98072,47.7285,-122.112,3750,49222,1986
5888,20140605T000000,335000,4,2.5,2610,4781,2,0,0,3,8,2610,0,2009,0,98001,47.2649,-122.292,2583,4796,2009
5889,20150428T000000,288000,3,2.25,1560,9706,1,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,1963
5890,20140624T000000,510000,3,2.25,1420,1309,3,0,0,3,8,1420,0,2006,0,98103,47.6534,-122.346,1500,1282,2006
5891,20150219T000000,751000,6,3,2880,6800,2,0,0,3,7,2880,0,1980,0,98144,47.5873,-122.299,1640,4000,1980
5892,20150203T000000,408000,3,1,1420,8000,1,0,4,3,7,1420,0,1950,0,98118,47.5169,-122.255,1780,8295,1950
5893,20140701T000000,1014250,3,1,1640,12855,1.5,0,0,5,6,1500,140,1920,0,98004,47.6169,-122.212,2190,11262,1920
5894,20150417T000000,330000,3,1.75,1250,8100,1,0,0,3,7,1250,0,1951,2004,98146,47.5016,-122.348,1300,8175,2004
5895,20150413T000000,456000,3,2.5,1820,2935,2,0,0,3,8,1820,0,1999,0,98074,47.6018,-122.021,1820,2936,1999
5896,20141231T000000,582000,3,1.75,1820,3140,2,0,0,5,8,1820,0,1949,1990,98136,47.5271,-122.384,2030,5499,1990
5897,20141015T000000,235000,2,1,1270,9182,1.5,0,0,3,6,1270,0,1917,0,98126,47.5365,-122.378,1760,9100,1917
5898,20140731T000000,460000,3,1.75,1400,12155,1,0,0,4,7,1400,0,1977,0,98075,47.5926,-122.047,2540,23522,1977
5899,20140609T000000,579000,2,2,1870,6275,1,0,0,3,8,1870,0,2003,0,98053,47.7108,-122.031,1670,5200,2003
5900,20140512T000000,210000,3,2.5,1040,2643,2,0,0,3,7,720,320,2004,0,98118,47.5165,-122.268,1540,5110,2004
5901,20140630T000000,359500,4,2.75,2140,10316,2,0,0,3,8,2140,0,1993,0,98001,47.3537,-122.274,1920,11337,1993
5902,20141107T000000,248000,3,1.75,1330,9831,1,0,0,3,7,1330,0,1987,0,98001,47.3304,-122.277,1330,7500,1987
5903,20150226T000000,970000,4,3,3510,12410,2,0,0,4,9,3510,0,1976,0,98005,47.6381,-122.166,3000,13209,1976
5904,20140621T000000,418000,4,1.5,1550,9176,1,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.129,1730,8539,1956
5905,20140612T000000,699000,4,2.5,3280,27441,2,0,0,3,9,3280,0,1996,0,98053,47.6711,-122.012,3200,26960,1996
5906,20140507T000000,515000,3,1.75,1580,9147,1,0,1,4,7,1210,370,1967,0,98008,47.6069,-122.112,2600,23564,1967
5907,20141209T000000,445000,3,1.75,1410,5100,1,0,0,4,7,1110,300,1954,0,98125,47.7026,-122.29,1600,7800,1954
5908,20141027T000000,212000,3,1.5,1690,9600,1,0,0,3,7,1210,480,1976,0,98038,47.3857,-122.079,1450,9647,1976
5909,20150112T000000,710000,4,2.5,2870,11304,2,0,0,3,9,2870,0,1980,0,98006,47.5547,-122.154,2690,9940,1980
5910,20150331T000000,225800,4,1,1100,7110,1,0,0,4,7,880,220,1907,0,98030,47.3858,-122.227,1150,7110,1907
5911,20141222T000000,520000,3,1.75,2310,36665,1,0,2,3,8,1580,730,1983,0,98155,47.7697,-122.274,2000,14000,1983
5912,20150508T000000,1295000,5,3.75,3490,15246,1,0,1,4,10,1940,1550,1968,0,98040,47.5479,-122.212,3410,15682,1968
5913,20140619T000000,248000,4,2,2080,13510,1,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,1950
5914,20141016T000000,556000,4,2.5,2230,7200,1,0,0,4,7,1220,1010,1957,0,98005,47.589,-122.156,1920,7200,1957
5915,20150512T000000,319950,5,1.75,1710,11900,1,0,0,3,7,1070,640,1958,0,98146,47.506,-122.365,1030,10360,1958
5916,20140708T000000,245000,3,2.5,1600,2788,2,0,0,4,7,1600,0,1992,0,98031,47.4034,-122.187,1720,3605,1992
5917,20150312T000000,628000,5,2.75,2600,8160,2,0,0,3,8,2600,0,2015,0,98133,47.7348,-122.34,1600,8160,2015
5918,20150428T000000,420000,4,1.75,1320,4978,1,0,0,4,7,940,380,1942,0,98126,47.5266,-122.379,1260,4693,1942
5919,20140714T000000,307999,4,2.75,2420,8438,2,0,0,3,8,2420,0,1996,0,98022,47.2091,-122.009,2420,8580,1996
5920,20140507T000000,749950,4,2.75,2600,6050,2,0,0,5,8,1960,640,1949,0,98116,47.5656,-122.4,1990,6050,1949
5921,20150424T000000,302100,3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,1964
5922,20150319T000000,374900,5,2.75,2980,8500,1,0,0,3,8,1540,1440,1982,0,98032,47.3641,-122.278,2310,8500,1982
5923,20141006T000000,377500,3,2,1370,7200,1,0,0,3,7,1130,240,1926,1955,98125,47.7329,-122.308,1300,7208,1955
5924,20150427T000000,587450,3,2.25,2190,8775,1.5,0,1,4,8,2190,0,1927,0,98125,47.7303,-122.287,1910,8145,1927
5925,20150121T000000,245000,3,2.25,1530,12000,1,0,0,3,7,1070,460,1979,0,98023,47.2715,-122.338,2140,13636,1979
5926,20140729T000000,200000,3,2,1290,5757,1,0,0,3,7,1290,0,1994,0,98092,47.3175,-122.17,1580,6798,1994
5927,20141125T000000,2140000,4,3.75,5150,453895,2,0,3,3,11,4360,790,1997,0,98053,47.6795,-121.991,2500,215186,1997
5928,20141109T000000,607000,3,2.5,2470,9226,2,0,0,3,9,2470,0,1991,0,98072,47.7439,-122.17,2820,11013,1991
5929,20141118T000000,250000,3,3,2300,7701,1,0,0,3,7,2300,0,1960,0,98056,47.5102,-122.18,1570,8116,1960
5930,20140509T000000,525000,3,2.5,2030,6970,2,0,0,4,8,2030,0,1991,0,98029,47.5718,-121.999,2000,6140,1991
5931,20140624T000000,440000,3,1.75,2000,9900,1,0,2,4,8,1480,520,1957,0,98166,47.4436,-122.339,2310,10200,1957
5932,20150313T000000,425000,3,2.75,3610,107386,1.5,1,3,3,8,3130,480,1918,1962,98023,47.3351,-122.362,2630,42126,1962
5933,20140528T000000,315000,3,2,1300,3731,1,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731,1993
5934,20141021T000000,315000,3,1.75,1680,7250,1,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250,1952
5935,20141027T000000,299000,3,1.5,1190,9135,1,0,0,4,7,1190,0,1959,0,98056,47.5164,-122.189,1520,9146,1959
5936,20141105T000000,340000,2,1.75,1010,1461,1,0,0,3,7,670,340,2003,0,98199,47.6515,-122.4,1500,2499,2003
5937,20141230T000000,460000,3,1.75,1290,8580,1,0,0,4,7,1290,0,1962,0,98033,47.6707,-122.174,1840,8580,1962
5938,20140731T000000,224000,3,1.5,1480,10588,1,0,0,3,7,1480,0,1957,0,98002,47.2872,-122.212,1370,10588,1957
5939,20140811T000000,140000,2,1,900,6400,1,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405,1940
5940,20140709T000000,306000,3,1,1450,7200,1,0,0,3,7,1010,440,1969,0,98034,47.7311,-122.199,1500,6767,1969
5941,20140604T000000,324950,3,1,1210,7440,1,0,0,3,7,1210,0,1949,0,98155,47.7402,-122.323,1120,7440,1949
5942,20150401T000000,695000,3,2,2632,18743,2,0,3,3,10,2632,0,2000,0,98070,47.3743,-122.421,1970,14171,2000
5943,20140911T000000,649950,3,2.5,2150,15304,2,0,0,4,9,2150,0,1979,0,98006,47.5573,-122.136,2540,10507,1979
5944,20150414T000000,515000,3,2.75,1710,9448,1,0,0,3,7,1010,700,1947,0,98105,47.6693,-122.267,1960,8951,1947
5945,20141030T000000,236000,4,2.5,1630,3060,2,0,0,3,7,1630,0,2003,0,98146,47.5072,-122.336,1270,4590,2003
5946,20140610T000000,563000,3,2.75,2340,16500,1,0,0,4,8,1500,840,1972,0,98075,47.5952,-122.051,2210,15251,1972
5947,20150402T000000,410988,3,1.75,1000,14061,1,0,0,4,7,1000,0,1967,0,98072,47.7417,-122.093,1260,12635,1967
5948,20141021T000000,1200000,4,2.5,3180,13118,2,0,0,4,11,3180,0,1986,0,98040,47.5382,-122.23,3070,12861,1986
5949,20150319T000000,340000,4,2.5,2170,19785,2,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,2280,8616,1992
5950,20141107T000000,808100,4,3.25,3020,13457,1,0,0,5,9,3020,0,1956,0,98133,47.7174,-122.336,2120,7553,1956
5951,20140609T000000,236000,3,1.75,1330,6301,1,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144,1998
5952,20150513T000000,330000,4,1.75,1720,8300,1,0,0,4,8,1720,0,1965,0,98055,47.4654,-122.194,1840,8300,1965
5953,20140617T000000,332000,3,2.5,1530,9406,1,0,0,3,7,1270,260,1993,0,98059,47.4852,-122.162,1700,7682,1993
5954,20150401T000000,945000,5,3.5,4380,14925,2,0,0,3,11,4380,0,2003,0,98075,47.5848,-121.969,4310,14633,2003
5955,20140617T000000,239950,3,1,1140,8366,1,0,0,5,6,1140,0,1943,0,98058,47.4768,-122.177,960,7200,1943
5956,20140520T000000,200000,3,1,1050,5000,1,0,0,4,6,1050,0,1967,0,98056,47.4923,-122.165,1050,5200,1967
5957,20140614T000000,330000,3,1.75,1430,8865,1,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154,1950
5958,20141106T000000,338000,4,1.75,1530,8152,1,0,0,5,6,910,620,1948,0,98155,47.7557,-122.328,1310,8152,1948
5959,20150424T000000,264950,2,1,1000,6000,1,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.372,1250,6000,1951
5960,20150311T000000,880000,4,2,2530,10800,1,0,0,5,8,1350,1180,1954,0,98040,47.5705,-122.225,2960,12150,1954
5961,20150406T000000,209500,3,1.5,970,5488,1,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,1976
5962,20150425T000000,380000,4,2.5,2400,9398,1,0,0,4,7,1310,1090,1958,0,98056,47.4952,-122.178,1330,8249,1958
5963,20140714T000000,360000,3,2.25,2130,8466,1,0,0,3,7,1290,840,1983,0,98055,47.4537,-122.211,2250,9682,1983
5964,20140923T000000,175000,4,1,1210,6250,1,0,0,3,7,1210,0,1962,0,98168,47.5008,-122.333,1210,8291,1962
5965,20141113T000000,549950,3,2.5,2380,2500,3,0,3,3,9,2380,0,1988,0,98126,47.5734,-122.375,2270,5000,1988
5966,20141021T000000,225000,3,1.75,1370,10866,1,0,0,4,6,1370,0,1945,0,98052,47.6774,-122.164,1580,14250,1945
5967,20140806T000000,555000,3,2.5,2480,8676,2,0,0,4,8,2480,0,1989,0,98056,47.53,-122.172,2540,9496,1989
5968,20140507T000000,230000,3,2.5,1920,9180,2,0,0,3,8,1920,0,1988,0,98055,47.4818,-122.231,1930,7252,1988
5969,20141210T000000,360000,4,2.5,2750,6259,2,0,0,3,9,2750,0,2002,0,98092,47.3304,-122.179,2810,6824,2002
5970,20140818T000000,355000,4,1.75,2160,8000,1,0,0,4,9,1660,500,1976,0,98023,47.3165,-122.382,2350,8200,1976
5971,20141202T000000,353000,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837,1978
5972,20140528T000000,999000,7,4,3150,34830,1,0,0,3,9,3150,0,1957,2005,98007,47.6029,-122.147,2390,12054,2005
5973,20150422T000000,265000,3,1.5,1780,10196,1,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,1967
5974,20140820T000000,225000,2,1,1170,7142,1,0,0,3,7,1170,0,1951,0,98155,47.7497,-122.313,1170,7615,1951
5975,20140722T000000,475000,3,2.5,2630,185130,2,0,0,3,9,2630,0,1991,0,98014,47.7035,-121.894,2630,210394,1991
5976,20140825T000000,453000,3,2,1430,9583,1,0,0,4,7,1430,0,1964,0,98034,47.7206,-122.197,1890,11100,1964
5977,20150325T000000,320000,3,1,960,6180,1,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120,1910
5978,20150122T000000,610000,4,2.75,2640,8400,1,0,2,3,8,1440,1200,1947,0,98144,47.5882,-122.29,2610,6000,1947
5979,20140528T000000,215000,3,1.75,1210,8075,1,0,0,4,6,1210,0,1983,0,98001,47.2666,-122.254,1310,8025,1983
5980,20140709T000000,215000,4,1.5,1860,5040,1.5,0,0,5,8,1860,0,1920,0,98022,47.2077,-121.993,1680,5800,1920
5981,20141230T000000,415000,3,2.5,1980,4274,2,0,0,3,7,1980,0,2003,0,98028,47.7767,-122.239,2000,4394,2003
5982,20140814T000000,350000,1,1,900,6380,1,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,1947
5983,20141218T000000,480000,3,2.5,2980,7338,2,0,0,3,8,2980,0,2006,0,98055,47.437,-122.207,3010,5267,2006
5984,20150508T000000,770000,4,3,2800,9127,2,0,0,3,9,2800,0,1999,0,98074,47.6123,-122.007,2780,8165,1999
5985,20140526T000000,880000,3,2,2130,35169,1,0,0,4,8,2130,0,1989,0,98072,47.7489,-122.123,2860,43560,1989
5986,20140620T000000,332000,3,2,1510,7884,1,0,0,3,6,1510,0,1942,2014,98166,47.4683,-122.348,1050,7620,2014
5987,20141106T000000,445000,3,1.75,1750,7200,1,0,0,3,7,1750,0,1966,0,98008,47.6289,-122.119,1810,7590,1966
5988,20140825T000000,849000,4,2.75,4010,87555,2,0,0,3,10,4010,0,2004,0,98038,47.4299,-121.998,2451,209523,2004
5989,20141211T000000,752000,4,1.5,1650,2970,1.5,0,0,3,7,1650,0,1903,0,98102,47.6233,-122.319,1670,2970,1903
5990,20140811T000000,450000,9,7.5,4050,6504,2,0,0,3,7,4050,0,1996,0,98144,47.5923,-122.301,1448,3866,1996
5991,20140918T000000,420000,3,1,1320,5500,1,0,0,3,7,1320,0,1955,0,98116,47.5705,-122.398,1480,5250,1955
5992,20150317T000000,330000,4,2.5,2310,6320,2,0,0,3,8,2310,0,1997,0,98092,47.3287,-122.167,1850,6181,1997
5993,20140627T000000,350000,5,1.75,2330,14322,1,0,0,4,7,1180,1150,1968,0,98059,47.4768,-122.155,1690,10010,1968
5994,20141006T000000,224000,2,1,1150,15000,1,0,0,3,6,1060,90,1930,2013,98168,47.4935,-122.316,1350,15000,2013
5995,20141006T000000,293550,4,1.75,2120,9706,1,0,0,3,7,1370,750,1965,0,98168,47.4939,-122.297,1730,11337,1965
5996,20141003T000000,350000,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,98144,47.5732,-122.305,1260,3175,1966
5997,20140916T000000,1108000,4,2.5,3320,9380,2,0,3,3,10,3320,0,1988,0,98006,47.5655,-122.114,2870,11779,1988
5998,20140804T000000,616500,3,2.5,3580,118047,1,0,0,3,9,3240,340,1992,0,98027,47.4453,-121.98,3240,123275,1992
5999,20140805T000000,169000,3,1.5,1570,6450,1.5,0,0,4,6,1570,0,1931,0,98022,47.2021,-121.996,1400,6450,1931
6000,20140529T000000,595000,3,2,1480,5000,1,0,0,4,7,750,730,1928,0,98117,47.6859,-122.37,1250,4000,1928
6001,20140521T000000,299900,3,2.5,2720,6014,2,0,0,3,7,2720,0,2002,0,98092,47.3344,-122.174,2760,6537,2002
6002,20140529T000000,332000,3,2.25,2270,8876,1,0,0,3,7,1380,890,1977,0,98058,47.4653,-122.176,2150,7455,1977
6003,20141020T000000,432000,4,1.75,2410,8400,1,0,0,3,7,1600,810,1978,0,98011,47.7341,-122.2,1850,8400,1978
6004,20141002T000000,510000,4,2.75,2730,9112,1,0,2,3,9,1740,990,1996,0,98198,47.4005,-122.312,3050,10454,1996
6005,20150501T000000,270000,3,2.5,1540,7739,2,0,0,4,7,1540,0,1986,0,98030,47.3511,-122.169,1720,7200,1986
6006,20150330T000000,750000,5,2.5,3120,15593,2,0,4,3,11,3120,0,1986,0,98074,47.6142,-122.065,3390,17003,1986
6007,20141208T000000,726500,4,2.5,2180,3893,2,0,0,3,8,2180,0,1999,0,98117,47.6886,-122.388,1710,4550,1999
6008,20140917T000000,679000,4,3.5,3420,49223,2,0,0,3,9,3420,0,2004,0,98010,47.3534,-121.992,3580,49223,2004
6009,20140602T000000,316000,3,2.25,2130,8721,1,0,0,3,8,1570,560,1987,0,98031,47.4202,-122.204,2130,9477,1987
6010,20150427T000000,498000,4,2.5,2300,22445,2,0,0,4,8,2300,0,1992,0,98014,47.6454,-121.902,2640,21886,1992
6011,20141007T000000,448000,4,1.75,2560,8270,1,0,0,3,7,1480,1080,1979,0,98072,47.7572,-122.147,2320,8450,1979
6012,20140527T000000,535000,2,1,1040,5527,1,0,0,3,7,1040,0,1951,0,98115,47.6774,-122.284,2080,7020,1951
6013,20141002T000000,437850,4,2.25,2670,14255,1,0,0,4,8,1610,1060,1975,0,98006,47.5623,-122.175,2470,10290,1975
6014,20140606T000000,435000,4,2.75,3270,50994,2,0,0,4,8,2720,550,1983,0,98042,47.347,-122.087,2780,36036,1983
6015,20140506T000000,520000,3,2.5,2460,54885,2,0,0,4,8,2460,0,1980,0,98059,47.4996,-122.146,2770,21407,1980
6016,20150422T000000,365000,4,2.5,2030,7210,1,0,0,5,7,1330,700,1969,0,98059,47.5067,-122.16,1980,7560,1969
6017,20140611T000000,285000,3,2.5,1870,4060,2,0,0,3,7,1870,0,2005,0,98042,47.3986,-122.163,2190,4060,2005
6018,20140701T000000,570000,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,0,98011,47.738,-122.221,2660,8717,1991
6019,20141020T000000,955990,5,3.25,3830,6507,2,0,0,3,9,3830,0,2014,0,98053,47.6843,-122.016,3950,6723,2014
6020,20150219T000000,245000,2,1.75,1220,8382,1,0,0,3,6,1220,0,1942,0,98146,47.5033,-122.359,1100,8382,1942
6021,20140611T000000,290000,3,1.75,1520,15090,1,0,0,4,7,1520,0,1968,0,98038,47.398,-121.964,1580,18618,1968
6022,20150226T000000,635000,4,2.5,2080,11176,1,0,0,5,8,2080,0,1954,0,98125,47.7107,-122.289,1390,7928,1954
6023,20140903T000000,310000,1,1,570,6000,1,0,0,2,5,570,0,1918,0,98136,47.5517,-122.385,1530,6000,1918
6024,20150114T000000,470000,4,2,1500,3659,1,0,0,3,7,830,670,1906,0,98122,47.6088,-122.293,1560,3706,1906
6025,20140701T000000,600000,2,2.5,2510,14878,2,0,0,3,10,2510,0,1990,0,98011,47.7525,-122.205,3080,13594,1990
6026,20141217T000000,279000,4,2,1980,10051,1,0,0,3,7,1980,0,1969,2003,98092,47.3231,-122.103,1520,10125,2003
6027,20140804T000000,538500,3,3.5,2500,4270,2,0,0,3,8,2500,0,2000,0,98065,47.536,-121.877,2420,4205,2000
6028,20140709T000000,594950,4,2.5,2720,10006,2,0,0,3,9,2720,0,1989,0,98074,47.6295,-122.042,2720,10759,1989
6029,20140808T000000,533050,2,1,910,295772,1,0,0,3,5,910,0,1953,0,98042,47.3752,-122.11,2050,48351,1953
6030,20140606T000000,510000,3,1.75,1480,7040,1,0,0,3,7,1480,0,1974,0,98033,47.6723,-122.169,2040,7810,1974
6031,20140721T000000,435000,2,1,1650,5106,1,0,0,3,7,1090,560,1960,0,98115,47.6992,-122.309,1300,6947,1960
6032,20150324T000000,559000,3,1.75,1700,6500,1,0,0,3,8,1700,0,1967,0,98115,47.6837,-122.284,1880,6000,1967
6033,20140827T000000,645000,2,1.5,1995,115670,1.5,0,1,4,8,1995,0,1991,0,98070,47.4022,-122.464,2142,29375,1991
6034,20141028T000000,340000,2,1,1280,9690,1,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,1919
6035,20150312T000000,565000,4,2.5,2980,10459,2,0,0,3,9,2980,0,2001,0,98019,47.7354,-121.974,2920,7700,2001
6036,20150213T000000,575700,3,1.75,1730,6130,1,0,0,3,7,1480,250,1941,0,98115,47.6978,-122.316,1730,6131,1941
6037,20140617T000000,1010000,3,3.25,2420,1923,2,0,2,3,10,1840,580,2006,0,98109,47.637,-122.341,1840,2890,2006
6038,20140710T000000,540500,3,2,2800,185130,1,0,0,3,8,2320,480,1996,0,98038,47.4133,-122.006,2200,72055,1996
6039,20140818T000000,265000,5,4,1400,8580,1,0,0,5,7,900,500,1954,0,98188,47.456,-122.292,1220,8832,1954
6040,20140811T000000,699950,4,2,2070,7830,1,0,1,5,7,1180,890,1941,0,98125,47.7058,-122.278,2390,7830,1941
6041,20140611T000000,355000,1,1.75,750,20339,1,0,0,4,4,550,200,1946,0,98059,47.4756,-122.09,2020,23958,1946
6042,20150130T000000,325000,1,0.75,410,8636,1,0,0,2,4,410,0,1953,0,98146,47.5077,-122.357,1190,8636,1953
6043,20141027T000000,299990,2,1,1570,125452,1,0,3,4,7,1570,0,1953,0,98022,47.2077,-122.016,1660,46119,1953
6044,20150513T000000,751000,5,2.75,2860,5280,2,0,0,3,9,2860,0,2006,0,98052,47.707,-122.102,3150,6442,2006
6045,20150325T000000,833450,5,4,4460,269345,2,0,4,3,9,3330,1130,1996,0,98027,47.4992,-122.06,2670,115434,1996
6046,20141028T000000,575000,7,1.5,2670,11250,1.5,0,0,4,8,2320,350,1948,0,98133,47.7121,-122.332,2030,9000,1948
6047,20141125T000000,190000,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,0,98059,47.473,-122.149,1590,10183,1967
6048,20141203T000000,601150,2,2,1660,5200,1,0,0,5,7,1120,540,1906,0,98103,47.6871,-122.334,1260,5160,1906
6049,20140626T000000,530000,3,2,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037,1987
6050,20141030T000000,225000,3,1.75,1460,8372,1,0,0,4,7,1460,0,1981,0,98042,47.3683,-122.087,1220,7803,1981
6051,20140717T000000,312000,5,4,2900,9779,2,0,0,4,7,1950,950,1937,0,98168,47.5003,-122.306,1360,8000,1937
6052,20150302T000000,380000,3,1,1260,7980,1,0,0,3,7,1260,0,1951,0,98177,47.7013,-122.373,1760,7606,1951
6053,20150417T000000,222200,2,1,1210,10000,1,0,0,3,7,1210,0,1953,0,98148,47.4402,-122.333,1620,10959,1953
6054,20141201T000000,1438890,5,3.5,3420,8000,2,0,0,3,10,3420,0,2006,0,98040,47.5736,-122.212,1900,8000,2006
6055,20140923T000000,995000,3,2.5,2460,10300,1,0,0,3,10,2460,0,1992,0,98117,47.6999,-122.391,2410,5250,1992
6056,20140714T000000,929950,3,3.5,3790,10829,2,0,0,3,11,3790,0,1993,0,98027,47.5525,-122.098,3620,10989,1993
6057,20140912T000000,510000,3,1.75,1920,43560,1,0,0,4,7,1340,580,1962,0,98074,47.6052,-122.044,2540,58806,1962
6058,20140619T000000,249000,3,1,1050,8498,1,0,0,4,7,1050,0,1959,0,98031,47.4043,-122.202,1050,8498,1959
6059,20141202T000000,244900,3,1.5,1360,9980,1,0,0,4,7,1360,0,1966,0,98031,47.4143,-122.206,1360,9750,1966
6060,20150219T000000,289900,3,1,1180,7068,1,0,0,3,6,1180,0,1944,0,98178,47.4947,-122.238,1180,7068,1944
6061,20150331T000000,552500,4,1,1560,7980,1,0,0,4,7,1170,390,1939,0,98146,47.5093,-122.387,1570,7980,1939
6062,20141027T000000,440000,2,2.75,1100,1088,2,0,0,3,7,750,350,2006,0,98102,47.6405,-122.324,2090,4125,2006
6063,20140801T000000,286000,3,1.75,1770,9000,1,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.326,1520,21141,1954
6064,20140905T000000,260000,3,1,1200,4592,1,0,0,3,6,800,400,1950,0,98106,47.519,-122.352,940,4440,1950
6065,20140627T000000,355000,2,2.25,1330,10838,2,0,0,3,8,1330,0,1985,0,98028,47.7689,-122.241,1390,10310,1985
